DATE,CLOSE,VOLUME
2018-02-04,8277.009766,7073549824
2018-02-05,6955.27002,9285289984
2018-02-06,7754.0,13999800320
2018-02-07,7621.299805,9169280000
2018-02-08,8265.589844,9346750464
2018-02-09,8736.980469,6784820224
2018-02-10,8621.900391,7780960256
2018-02-11,8129.970215,6122189824
2018-02-12,8926.570313,6256439808
2018-02-13,8598.30957,5696719872
2018-02-14,9494.629883,7909819904
2018-02-15,10166.400391,9062540288
2018-02-16,10233.900391,7296159744
2018-02-17,11112.700195,8660880384
2018-02-18,10551.799805,8744009728
2018-02-19,11225.299805,7652089856
2018-02-20,11403.700195,9926540288
2018-02-21,10690.400391,9405339648
2018-02-22,10005.0,8040079872
2018-02-23,10301.099609,7739500032
2018-02-24,9813.070313,6917929984
2018-02-25,9664.730469,5706939904
2018-02-26,10366.700195,7287690240
2018-02-27,10725.599609,6966179840
2018-02-28,10397.900391,6936189952
2018-03-01,10951.0,7317279744
2018-03-02,11086.400391,7620590080
2018-03-03,11489.700195,6690570240
2018-03-04,11512.599609,6084149760
2018-03-05,11573.299805,6468539904
2018-03-06,10779.900391,6832169984
2018-03-07,9965.570313,8797910016
2018-03-08,9395.009766,7186089984
2018-03-09,9337.549805,8704190464
2018-03-10,8866.0,5386319872
2018-03-11,9578.629883,6296370176
2018-03-12,9205.120117,6457399808
2018-03-13,9194.849609,5991139840
2018-03-14,8269.80957,6438230016
2018-03-15,8300.860352,6834429952
2018-03-16,8338.349609,5289379840
2018-03-17,7916.879883,4426149888
2018-03-18,8223.679688,6639190016
2018-03-19,8630.650391,6729110016
2018-03-20,8913.469727,6361789952
2018-03-21,8929.280273,6043129856
2018-03-22,8728.469727,5530390016
2018-03-23,8879.620117,5954120192
2018-03-24,8668.120117,5664600064
2018-03-25,8495.780273,4569880064
2018-03-26,8209.400391,5921039872
2018-03-27,7833.040039,5378250240
2018-03-28,7954.47998,4935289856
2018-03-29,7165.700195,6361229824
2018-03-30,6890.52002,6289509888
2018-03-31,6973.529785,4553269760
2018-04-01,6844.22998,4532100096
2018-04-02,7083.799805,4333440000
2018-04-03,7456.109863,5499700224
2018-04-04,6853.839844,4936000000
2018-04-05,6811.470215,5639320064
2018-04-06,6636.319824,3766810112
2018-04-07,6911.089844,3976610048
2018-04-08,7023.52002,3652499968
2018-04-09,6770.72998,4894060032
2018-04-10,6834.759766,4272750080
2018-04-11,6968.319824,4641889792
2018-04-12,7889.25,8906250240
2018-04-13,7895.959961,7764460032
2018-04-14,7986.240234,5191430144
2018-04-15,8329.110352,5244480000
2018-04-16,8058.669922,5631309824
2018-04-17,7902.089844,6900879872
2018-04-18,8163.419922,6529909760
2018-04-19,8294.30957,7063209984
2018-04-20,8845.830078,8438110208
2018-04-21,8895.580078,7548550144
2018-04-22,8802.459961,6629899776
2018-04-23,8930.879883,6925190144
2018-04-24,9697.5,10678800384
2018-04-25,8845.740234,11083100160
2018-04-26,9281.509766,8970559488
2018-04-27,8987.049805,7566289920
2018-04-28,9348.480469,7805479936
2018-04-29,9419.080078,8853000192
2018-04-30,9240.549805,8673920000
2018-05-01,9119.009766,7713019904
2018-05-02,9235.919922,7558159872
2018-05-03,9743.860352,10207299584
2018-05-04,9700.759766,8217829888
2018-05-05,9858.150391,7651939840
2018-05-06,9654.799805,7222280192
2018-05-07,9373.009766,7394019840
2018-05-08,9234.820313,7415869952
2018-05-09,9325.179688,7226890240
2018-05-10,9043.94043,6906699776
2018-05-11,8441.490234,8488520192
2018-05-12,8504.889648,6821380096
2018-05-13,8723.94043,5866379776
2018-05-14,8716.790039,7364149760
2018-05-15,8510.379883,6705710080
2018-05-16,8368.830078,6760220160
2018-05-17,8094.319824,5862530048
2018-05-18,8250.969727,5764190208
2018-05-19,8247.179688,4712399872
2018-05-20,8513.25,5191059968
2018-05-21,8418.990234,5154990080
2018-05-22,8041.779785,5137010176
2018-05-23,7557.819824,6491120128
2018-05-24,7587.339844,6049220096
2018-05-25,7480.140137,4867829760
2018-05-26,7355.879883,4051539968
2018-05-27,7368.220215,4056519936
2018-05-28,7135.990234,5040600064
2018-05-29,7472.589844,5662660096
2018-05-30,7406.52002,4922540032
2018-05-31,7494.169922,5127130112
2018-06-01,7541.450195,4921460224
2018-06-02,7643.450195,4939299840
2018-06-03,7720.25,4851760128
2018-06-04,7514.470215,4993169920
2018-06-05,7633.759766,4961739776
2018-06-06,7653.97998,4692259840
2018-06-07,7678.240234,4485799936
2018-06-08,7624.919922,4227579904
2018-06-09,7531.97998,3845220096
2018-06-10,6786.02002,5804839936
2018-06-11,6906.919922,4745269760
2018-06-12,6582.359863,4654380032
2018-06-13,6349.899902,5052349952
2018-06-14,6675.350098,5138710016
2018-06-15,6456.580078,3955389952
2018-06-16,6550.160156,3194170112
2018-06-17,6499.27002,3104019968
2018-06-18,6734.819824,4039200000
2018-06-19,6769.939941,4057029888
2018-06-20,6776.549805,3888640000
2018-06-21,6729.740234,3529129984
2018-06-22,6083.689941,5079810048
2018-06-23,6162.47998,3431360000
2018-06-24,6173.22998,4566909952
2018-06-25,6249.180176,5500810240
2018-06-26,6093.669922,3279759872
2018-06-27,6157.129883,3296219904
2018-06-28,5903.439941,3467800064
2018-06-29,6218.299805,3966230016
2018-06-30,6404.0,4543860224
2018-07-01,6385.819824,4788259840
2018-07-02,6614.180176,4396930048
2018-07-03,6529.589844,4672309760
2018-07-04,6597.549805,4176689920
2018-07-05,6639.140137,4999240192
2018-07-06,6673.5,4313959936
2018-07-07,6856.930176,3961080064
2018-07-08,6773.879883,3386210048
2018-07-09,6741.75,3718129920
2018-07-10,6329.950195,4052430080
2018-07-11,6394.709961,3644859904
2018-07-12,6228.810059,3770170112
2018-07-13,6238.049805,3805400064
2018-07-14,6276.120117,2923670016
2018-07-15,6359.640137,3285459968
2018-07-16,6741.75,4725799936
2018-07-17,7321.040039,5961950208
2018-07-18,7370.779785,6103410176
2018-07-19,7466.859863,5111629824
2018-07-20,7354.129883,4936869888
2018-07-21,7419.290039,3726609920
2018-07-22,7418.490234,3695460096
2018-07-23,7711.109863,5132480000
2018-07-24,8424.269531,7277689856
2018-07-25,8181.390137,5845400064
2018-07-26,7951.580078,4899089920
2018-07-27,8165.009766,5195879936
2018-07-28,8192.150391,3988750080
2018-07-29,8218.459961,4107190016
2018-07-30,8180.47998,5551400000
2018-07-31,7780.439941,5287530000
2018-08-01,7624.910156,4797620000
2018-08-02,7567.149902,4214110000
2018-08-03,7434.390137,4627150000
2018-08-04,7032.850098,4268390000
2018-08-05,7068.47998,3679110000
2018-08-06,6951.799805,3925900000
2018-08-07,6753.120117,4682800000
2018-08-08,6305.799805,5064430000
2018-08-09,6568.22998,4267040000
2018-08-10,6184.709961,4528680000
2018-08-11,6295.72998,4047850000
2018-08-12,6322.689941,5665250000
2018-08-13,6297.569824,4083980000
2018-08-14,6199.709961,5301700000
2018-08-15,6308.52002,4895450000
2018-08-16,6334.72998,4328420000
2018-08-17,6580.629883,4992990000
2018-08-18,6423.759766,3984520000
2018-08-19,6506.069824,3311170000
2018-08-20,6308.529785,3665100000
2018-08-21,6488.759766,3377180000
2018-08-22,6376.709961,4668110000
2018-08-23,6534.879883,3426180000
2018-08-24,6719.959961,4097820000
2018-08-25,6763.189941,3312600000
2018-08-26,6707.259766,3295500000
2018-08-27,6884.640137,4019000000
2018-08-28,7096.279785,4659940000
2018-08-29,7047.160156,4145880000
2018-08-30,6978.22998,4463250000
2018-08-31,7037.580078,4495650000
2018-09-01,7193.25,4116050000
2018-09-02,7272.720215,4329540000
2018-09-03,7260.060059,4087760000
2018-09-04,7361.660156,4273640000
2018-09-05,6792.830078,5800460000
2018-09-06,6529.169922,5523470000
2018-09-07,6467.069824,4264680000
2018-09-08,6225.97998,3835060000
2018-09-09,6300.859863,3671890000
2018-09-10,6329.700195,3714100000
2018-09-11,6321.200195,3849910000
2018-09-12,6351.799805,4064230000
2018-09-13,6517.310059,4210910000
2018-09-14,6512.709961,4076220000
2018-09-15,6543.200195,3216300000
2018-09-16,6517.180176,3273730000
2018-09-17,6281.200195,3910780000
2018-09-18,6371.299805,4180090000
2018-09-19,6398.540039,4431340000
2018-09-20,6519.669922,4348110000
2018-09-21,6734.950195,6531940000
2018-09-22,6721.97998,4509660000
2018-09-23,6710.629883,4197500000
2018-09-24,6595.410156,4177310000
2018-09-25,6446.470215,4726180000
2018-09-26,6495.0,4437300000
2018-09-27,6676.75,4606810000
2018-09-28,6644.129883,5014430000
2018-09-29,6601.959961,4363690000
2018-09-30,6625.560059,4002280000
2018-10-01,6589.620117,4000970000
2018-10-02,6556.100098,3979260000
2018-10-03,6502.589844,3887310000
2018-10-04,6576.689941,3838410000
2018-10-05,6622.47998,3671500000
2018-10-06,6588.310059,3259740000
2018-10-07,6602.950195,3306630000
2018-10-08,6652.22998,3979460000
2018-10-09,6642.640137,3580810000
2018-10-10,6585.529785,3787650000
2018-10-11,6256.240234,5181640000
2018-10-12,6274.580078,3783500000
2018-10-13,6285.990234,3064030000
2018-10-14,6290.930176,3085320000
2018-10-15,6596.540039,7370770000
2018-10-16,6596.109863,4074800000
2018-10-17,6544.430176,4088420000
2018-10-18,6476.709961,3924080000
2018-10-19,6465.410156,3578870000
2018-10-20,6489.189941,3379130000
2018-10-21,6482.350098,3253610000
2018-10-22,6487.160156,3672860000
2018-10-23,6475.740234,3716150000
2018-10-24,6495.839844,3424670000
2018-10-25,6476.290039,3230550000
2018-10-26,6474.75,3306050000
2018-10-27,6480.379883,3393250000
2018-10-28,6486.390137,3445190000
2018-10-29,6332.629883,4199910000
2018-10-30,6334.27002,3781100000
2018-10-31,6317.609863,4191240000
2018-11-01,6377.779785,3789400000
2018-11-02,6388.439941,4234870000
2018-11-03,6361.259766,3658640000
2018-11-04,6376.129883,4390020000
2018-11-05,6419.660156,4174800000
2018-11-06,6461.009766,4700040000
2018-11-07,6530.140137,4941260000
2018-11-08,6453.720215,4665260000
2018-11-09,6385.620117,4346820000
2018-11-10,6409.220215,3705320000
2018-11-11,6411.27002,3939060000
2018-11-12,6371.27002,4295770000
2018-11-13,6359.490234,4503800000
2018-11-14,5738.350098,7398940000
2018-11-15,5648.029785,7032140000
2018-11-16,5575.549805,5279320000
2018-11-17,5554.330078,4303150000
2018-11-18,5623.540039,4159680000
2018-11-19,4871.490234,7039560000
2018-11-20,4451.870117,8428290000
2018-11-21,4602.169922,6120120000
2018-11-22,4365.939941,4569370000
2018-11-23,4347.109863,4871490000
2018-11-24,3880.76001,4679500000
2018-11-25,4009.969971,6825640000
2018-11-26,3779.129883,6476900000
2018-11-27,3820.719971,5998720000
2018-11-28,4257.419922,7280280000
2018-11-29,4278.84668,6503347767
2018-11-30,4017.268555,6048016717
2018-12-01,4214.671875,5375314093
2018-12-02,4139.87793,5262697895
2018-12-03,3894.130859,5089570994
2018-12-04,3956.893799,5028069239
2018-12-05,3753.994873,5302481574
2018-12-06,3521.101807,5878333109
2018-12-07,3419.937256,6835615448
2018-12-08,3476.114746,5305024497
2018-12-09,3614.234375,4947372847
2018-12-10,3502.656006,5020968740
2018-12-11,3424.588135,4696765188
2018-12-12,3486.950195,4139364829
2018-12-13,3313.677246,4343372456
2018-12-14,3242.484863,4372763663
2018-12-15,3236.761719,3551763561
2018-12-16,3252.839111,3744248994
2018-12-17,3545.864746,5409247918
2018-12-18,3696.059082,5911325473
2018-12-19,3745.950684,6810689119
2018-12-20,4134.441406,8927129279
2018-12-21,3896.543701,7206015706
2018-12-22,4014.182617,5605823233
2018-12-23,3998.980225,6151275490
2018-12-24,4078.599121,7240968501
2018-12-25,3815.490723,6158207293
2018-12-26,3857.297607,5326547918
2018-12-27,3654.833496,5130222366
2018-12-28,3923.918701,5631554348
2018-12-29,3820.408691,4991655917
2018-12-30,3865.952637,4770578575
2018-12-31,3742.700439,4661840806
2019-01-01,3843.52002,4324200990
2019-01-02,3943.409424,5244856836
2019-01-03,3836.741211,4530215219
2019-01-04,3857.717529,4847965467
2019-01-05,3845.19458,5137609824
2019-01-06,4076.632568,5597027440
2019-01-07,4025.248291,5228625637
2019-01-08,4030.8479,5306593305
2019-01-09,4035.296387,5115905225
2019-01-10,3678.924561,6874143796
2019-01-11,3687.365479,5538712865
2019-01-12,3661.301025,4778170883
2019-01-13,3552.953125,4681302466
2019-01-14,3706.052246,5651384490
2019-01-15,3630.675293,5537192302
2019-01-16,3655.006836,5394457145
2019-01-17,3678.563965,5464420383
2019-01-18,3657.839355,5002961727
2019-01-19,3728.568359,5955691380
2019-01-20,3601.013672,5582489560
2019-01-21,3576.032471,5004347059
2019-01-22,3604.577148,5313623556
2019-01-23,3585.123047,5433755649
2019-01-24,3600.865479,5262869046
2019-01-25,3599.765869,5265847539
2019-01-26,3602.460449,5098183235
2019-01-27,3583.96582,5570752966
2019-01-28,3470.450439,6908930483
2019-01-29,3448.116943,5897159493
2019-01-30,3486.181641,5955112627
2019-01-31,3457.792725,5831198271
2019-02-01,3487.945313,5422926707
2019-02-02,3521.060791,5071623601
2019-02-03,3464.013428,5043937584
2019-02-04,3459.154053,5332718886
2019-02-05,3466.357422,5227549545
2019-02-06,3413.767822,5482196038
2019-02-07,3399.47168,5004962683
2019-02-08,3666.780273,7735623101
2019-02-09,3671.203613,6158833645
2019-02-10,3690.188232,6282256903
2019-02-11,3648.430664,6277056434
2019-02-12,3653.528564,6480384532
2019-02-13,3632.070557,6438903823
2019-02-14,3616.880859,6271044418
2019-02-15,3620.810791,6091952231
2019-02-16,3629.787598,5934744052
2019-02-17,3673.836182,7039512503
2019-02-18,3915.714355,9908216640
2019-02-19,3947.094482,9933626655
2019-02-20,3999.820557,8693373948
2019-02-21,3954.118164,7775128102
2019-02-22,4005.526611,7826525254
2019-02-23,4142.526855,8922258316
2019-02-24,3810.42749,10794227451
2019-02-25,3882.696289,9318796067
2019-02-26,3854.35791,7931218996
2019-02-27,3851.047363,8301309684
2019-02-28,3854.7854,8399767798
2019-03-01,3859.58374,7661247975
2019-03-02,3864.415039,7578786076
2019-03-03,3847.175781,7253558152
2019-03-04,3761.557129,9029175788
2019-03-05,3896.375,10174126415
2019-03-06,3903.942627,9175291529
2019-03-07,3911.484375,9584165519
2019-03-08,3901.131592,10638638944
2019-03-09,3963.313721,10796103518
2019-03-10,3951.599854,9713267607
2019-03-11,3905.227295,10125901903
2019-03-12,3909.15625,9809887079
2019-03-13,3906.717285,9469184841
2019-03-14,3924.369141,10480789570
2019-03-15,3960.911133,9394210605
2019-03-16,4048.72583,9856166973
2019-03-17,4025.229004,8221625400
2019-03-18,4032.507324,9646954186
2019-03-19,4071.190186,9344919956
2019-03-20,4087.476318,10175916388
2019-03-21,4029.326904,10831212662
2019-03-22,4023.968262,9252935969
2019-03-23,4035.826416,9578850549
2019-03-24,4022.168213,9144851065
2019-03-25,3963.070557,10359818883
2019-03-26,3985.080811,10707678815
2019-03-27,4087.066162,10897131934
2019-03-28,4069.107178,9353915899
2019-03-29,4098.374512,10918665557
2019-03-30,4106.660156,9732688060
2019-03-31,4105.404297,9045122443
2019-04-01,4158.183105,10157794171
2019-04-02,4879.87793,21315047816
2019-04-03,4973.021973,22899891582
2019-04-04,4922.798828,18251810240
2019-04-05,5036.681152,16837325387
2019-04-06,5059.817383,16929795194
2019-04-07,5198.896973,16655416140
2019-04-08,5289.770996,17154113634
2019-04-09,5204.958496,14722104361
2019-04-10,5324.551758,15504590933
2019-04-11,5064.487793,16555616019
2019-04-12,5089.539063,13675206312
2019-04-13,5096.586426,10823289598
2019-04-14,5167.722168,10391952498
2019-04-15,5067.108398,12290155061
2019-04-16,5235.55957,11618660197
2019-04-17,5251.937988,12438480677
2019-04-18,5298.385742,13256489918
2019-04-19,5303.8125,13780238655
2019-04-20,5337.88623,13169647522
2019-04-21,5314.53125,13731844223
2019-04-22,5399.365234,14601631648
2019-04-23,5572.362305,15867308108
2019-04-24,5464.866699,17048033399
2019-04-25,5210.515625,15330283408
2019-04-26,5279.348145,16812108040
2019-04-27,5268.291016,13111274675
2019-04-28,5285.13916,12819992056
2019-04-29,5247.352539,13735490672
2019-04-30,5350.726563,13878964574
2019-05-01,5402.697266,13679528236
2019-05-02,5505.283691,14644460907
2019-05-03,5768.289551,18720780006
2019-05-04,5831.16748,17567780766
2019-05-05,5795.708496,14808830723
2019-05-06,5746.807129,15737171804
2019-05-07,5829.501465,18026409033
2019-05-08,5982.45752,15320605300
2019-05-09,6174.528809,16784645411
2019-05-10,6378.849121,19419875368
2019-05-11,7204.771484,28867562329
2019-05-12,6972.371582,27773333680
2019-05-13,7814.915039,28677672181
2019-05-14,7994.416016,32031452227
2019-05-15,8205.167969,28344112920
2019-05-16,7884.90918,33167197581
2019-05-17,7343.895508,30066644905
2019-05-18,7271.208008,21354286562
2019-05-19,8197.689453,25902422040
2019-05-20,7978.309082,23843404340
2019-05-21,7963.327637,25127245056
2019-05-22,7680.066406,24719473175
2019-05-23,7881.84668,24457107820
2019-05-24,7987.371582,25919126991
2019-05-25,8052.543945,22256813107
2019-05-26,8673.21582,26677970091
2019-05-27,8805.77832,27949839564
2019-05-28,8719.961914,24226919267
2019-05-29,8659.487305,23473479966
2019-05-30,8319.472656,29246528551
2019-05-31,8574.501953,25365190957
2019-06-01,8564.016602,22488303544
2019-06-02,8742.958008,20266216022
2019-06-03,8208.995117,22004511436
2019-06-04,7707.770996,24609731549
2019-06-05,7824.231445,21760923463
2019-06-06,7822.023438,19474611077
2019-06-07,8043.951172,19141423231
2019-06-08,7954.12793,16522722810
2019-06-09,7688.077148,16610726547
2019-06-10,8000.32959,18689275117
2019-06-11,7927.714355,17107279932
2019-06-12,8145.857422,19034432883
2019-06-13,8230.923828,18669407147
2019-06-14,8693.833008,19831162906
2019-06-15,8838.375,18371033226
2019-06-16,8994.488281,23348550311
2019-06-17,9320.352539,15562951919
2019-06-18,9081.762695,15848210536
2019-06-19,9273.521484,15546809946
2019-06-20,9527.160156,17846823784
2019-06-21,10144.556641,20624008643
2019-06-22,10701.691406,29995204861
2019-06-23,10855.371094,20998326502
2019-06-24,11011.102539,19271652365
2019-06-25,11790.916992,24879684533
2019-06-26,13016.231445,45105733173
2019-06-27,11182.806641,39977475223
2019-06-28,12407.332031,35087757766
2019-06-29,11959.371094,29923961128
2019-06-30,10817.155273,27256473494
2019-07-01,10583.134766,29378589324
2019-07-02,10801.677734,31015895223
2019-07-03,11961.269531,30796494294
2019-07-04,11215.4375,25920294033
2019-07-05,10978.459961,23838480210
2019-07-06,11208.550781,21092024306
2019-07-07,11450.84668,19369044277
2019-07-08,12285.958008,23482551458
2019-07-09,12573.8125,28167921523
2019-07-10,12156.512695,33627574244
2019-07-11,11358.662109,28595327690
2019-07-12,11815.986328,23534692797
2019-07-13,11392.378906,21042616384
2019-07-14,10256.058594,22486000001
2019-07-15,10895.089844,25384047207
2019-07-16,9477.641602,24151199070
2019-07-17,9693.802734,24569921549
2019-07-18,10666.482422,25187024648
2019-07-19,10530.732422,20727426310
2019-07-20,10767.139648,20206615155
2019-07-21,10599.105469,17130580467
2019-07-22,10343.106445,16334414913
2019-07-23,9900.767578,17851916995
2019-07-24,9811.925781,17398734322
2019-07-25,9911.841797,15821952090
2019-07-26,9870.303711,14495714483
2019-07-27,9477.677734,16817809536
2019-07-28,9552.860352,13738687093
2019-07-29,9519.145508,13791445323
2019-07-30,9607.423828,13829811132
2019-07-31,10085.62793,16631520648
2019-08-01,10399.668945,17165337858
2019-08-02,10518.174805,17489094082
2019-08-03,10821.726563,15352685061
2019-08-04,10970.18457,16530894787
2019-08-05,11805.65332,23875988832
2019-08-06,11478.168945,23635107660
2019-08-07,11941.96875,22194988641
2019-08-08,11966.407227,19481591730
2019-08-09,11862.936523,18339989960
2019-08-10,11354.024414,18125355447
2019-08-11,11523.579102,15774371518
2019-08-12,11382.616211,13647198229
2019-08-13,10895.830078,16681503537
2019-08-14,10051.704102,19990838300
2019-08-15,10311.545898,22899115082
2019-08-16,10374.338867,20228207096
2019-08-17,10231.744141,13778035685
2019-08-18,10345.810547,12999813869
2019-08-19,10916.053711,16038264603
2019-08-20,10763.232422,15053082175
2019-08-21,10138.049805,19473084768
2019-08-22,10131.055664,17097508856
2019-08-23,10407.964844,15627023886
2019-08-24,10159.960938,15451030650
2019-08-25,10138.517578,14153856610
2019-08-26,10370.820313,18438654080
2019-08-27,10185.5,14762609503
2019-08-28,9754.422852,17603790323
2019-08-29,9510.200195,17045878501
2019-08-30,9598.173828,13595263986
2019-08-31,9630.664063,11454806419
2019-09-01,9757.970703,11445355859
2019-09-02,10346.760742,17248102294
2019-09-03,10623.540039,19384917989
2019-09-04,10594.493164,16742664769
2019-09-05,10575.533203,14551239508
2019-09-06,10353.302734,19536574783
2019-09-07,10517.254883,15307366476
2019-09-08,10441.276367,13670567493
2019-09-09,10334.974609,17595943368
2019-09-10,10115.975586,14906809639
2019-09-11,10178.37207,15428063426
2019-09-12,10410.126953,15323563925
2019-09-13,10360.546875,14109864675
2019-09-14,10358.048828,13468713124
2019-09-15,10347.712891,12043433567
2019-09-16,10276.793945,15160167779
2019-09-17,10241.272461,15304603363
2019-09-18,10198.248047,16169268880
2019-09-19,10266.415039,19937691247
2019-09-20,10181.641602,14734189639
2019-09-21,10019.716797,13425266806
2019-09-22,10070.392578,13199651698
2019-09-23,9729.324219,15144925408
2019-09-24,8620.566406,25002886689
2019-09-25,8486.993164,21744728353
2019-09-26,8118.967773,19258205289
2019-09-27,8251.845703,16408941156
2019-09-28,8245.915039,14141152736
2019-09-29,8104.185547,13034629109
2019-09-30,8293.868164,17115474183
2019-10-01,8343.276367,15305343413
2019-10-02,8393.041992,13125712443
2019-10-03,8259.992188,13668823409
2019-10-04,8205.939453,13139456229
2019-10-05,8151.500488,12200497197
2019-10-06,7988.155762,13160830305
2019-10-07,8245.623047,18009742607
2019-10-08,8228.783203,15592264032
2019-10-09,8595.740234,19384942333
2019-10-10,8586.473633,17618660671
2019-10-11,8321.756836,19604381101
2019-10-12,8336.555664,14532641605
2019-10-13,8321.005859,13808286059
2019-10-14,8374.686523,15151387859
2019-10-15,8205.369141,15220412632
2019-10-16,8047.526855,16071646996
2019-10-17,8103.911133,14313052244
2019-10-18,7973.20752,15651592610
2019-10-19,7988.560547,13797825640
2019-10-20,8222.078125,15504249442
2019-10-21,8243.720703,15868748866
2019-10-22,8078.203125,16803377857
2019-10-23,7514.671875,21942878958
2019-10-24,7493.48877,16268708849
2019-10-25,8660.700195,28705065488
2019-10-26,9244.972656,44496255609
2019-10-27,9551.714844,32593129501
2019-10-28,9256.148438,30948255332
2019-10-29,9427.6875,28426779937
2019-10-30,9205.726563,27706531577
2019-10-31,9199.584961,26583653947
2019-11-01,9261.104492,24324691031
2019-11-02,9324.717773,21242676385
2019-11-03,9235.354492,21132220847
2019-11-04,9412.612305,26170255634
2019-11-05,9342.527344,26198609048
2019-11-06,9360.879883,23133895765
2019-11-07,9267.561523,22700383839
2019-11-08,8804.880859,24333037836
2019-11-09,8813.582031,17578630606
2019-11-10,9055.526367,20587919881
2019-11-11,8757.788086,20265510765
2019-11-12,8815.662109,20309769107
2019-11-13,8808.262695,17545755405
2019-11-14,8708.094727,19084739975
2019-11-15,8491.992188,21796856471
2019-11-16,8550.760742,16495389808
